id,name,chain_name,verification_status,prefecture,city,address,official_url,official_store_id,latitude,longitude,coordinate_source,coordinate_checked_at
"cdb4fa0b-fe4b-4ee5-87ec-6b0c8681a6aa","GiGO LECT広島","GiGO","candidate","広島県","null","広島県広島市西区扇2丁目1-45 LECT","https://www.gendagigo.jp/shop.html","null","34.3713","132.4077","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"ce8333db-8e20-47d5-8a4b-3aee527fe8a4","カプセル楽局EX池袋店","カプセル楽局","confirmed","東京都","null","東京都豊島区南池袋1丁目22番4号 エイチ・エフ南池袋ビル","https://www.warehousenet.jp/capsule","null","35.7260668","139.7140375","カプセル楽局公式Google Mapsリンク","2026-07-22"
"cee30e78-1740-449b-b940-11648376177b","ガチャガチャの森ららぽーと甲子園店","ガチャガチャの森","confirmed","兵庫県","null","兵庫県西宮市甲子園八番町1-100 ららぽーと甲子園2F 平日/10:00~20:00 土・日・祝・特定日/10:00~21:00","https://www.gachagachanomori.com/shoplist","null","34.7172474729137","135.364221168044","バンダイ公式店舗API(店舗名完全一致)","2026-07-22"
"d15ac0e6-9c04-4272-b206-9649544cb478","GiGO神戸umieモザイク","GiGO","candidate","兵庫県","null","兵庫県神戸市中央区東川崎町1-6-1神戸ハーバーランドumie MOZAIC 3F","https://www.gendagigo.jp/shop.html","null","34.6798","135.1844","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"d1d63cf8-65b1-453c-88e6-0ee9dc19a69b","GiGOアピタ安城南","GiGO","candidate","愛知県","null","愛知県安城市桜井町城向二丁目9番地36 アピタ安城南店 2F","https://www.gendagigo.jp/shop.html","null","34.9196","137.0877","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"d22e9832-2cb5-4f04-8a47-349c6a1b1d82","GiGO POKER新宿","GiGO","candidate","東京都","null","東京都新宿区歌舞伎町1-21-1 第二東亜会館 2F","https://www.gendagigo.jp/shop.html","null","35.6952","139.7013","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"d283b6a5-cbb5-4c40-a089-08cf289d07d0","GiGOイオンタウン小郡","GiGO","candidate","山口県","null","山口県山口市小郡前田町3-6","https://www.gendagigo.jp/shop.html","null","34.087","131.3987","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"d29a43ce-0bff-4261-9359-d3d4f5379f2a","GiGOフジグラン高知","GiGO","candidate","高知県","null","高知県高知市朝倉東町52-15","https://www.gendagigo.jp/shop.html","null","33.5431","133.4979","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"d33e07e1-d18a-42ec-a3ff-3c3b23b47aac","カプセル楽局津田沼店","カプセル楽局","confirmed","千葉県","null","千葉県習志野市津田沼1丁目10番47号","https://www.warehousenet.jp/capsule","null","35.69081","140.0224","カプセル楽局公式Google Mapsリンク","2026-07-22"
"d4e2e60e-3f82-4649-ba85-a722c11c47c1","GiGOみらい長崎ココウォーク","GiGO","candidate","長崎県","null","長崎県長崎市茂里町1-55 みらい長崎ココウォーク","https://www.gendagigo.jp/shop.html","null","32.7625","129.8647","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"da75f0dc-3315-46e2-b7ae-85449817b2a7","カプセル楽局八王子駅前店","カプセル楽局","confirmed","東京都","null","東京都八王子市三崎町4番14号 関口ビル","https://www.warehousenet.jp/capsule","null","35.6574115","139.3373303","カプセル楽局公式Google Mapsリンク","2026-07-22"
"db78b631-523f-46d8-9d88-3c7bbdecd013","ヨドバシカメラ マルチメディア京急上大岡","ヨドバシカメラ","candidate","神奈川県","null","神奈川県横浜市港南区上大岡西1-6-1","https://global.yodobashi/stores","null","35.4090678","139.596581","バンダイ公式店舗API(店舗名完全一致)","2026-07-22"
"dcad5fe1-df39-461b-b70e-b115460dc616","カプセル楽局下北沢駅南店","カプセル楽局","confirmed","東京都","null","東京都世田谷区北沢2丁目14番8号 下北沢春日ビル","https://www.warehousenet.jp/capsule","null","35.6602657","139.6648814","カプセル楽局公式Google Mapsリンク","2026-07-22"
"dd9b3c6e-1240-4b89-badf-50b210bf9fb3","ガチャガチャの森イオンモール今治新都市店","ガチャガチャの森","confirmed","愛媛県","null","愛媛県今治市にぎわい広場1番地1 イオンモール今治新都市2F","https://www.gachagachanomori.com/shoplist","null","34.04376891441597","132.9622335444342","バンダイ公式店舗API(店舗名完全一致)","2026-07-22"
"de58c4a9-685d-48c3-914b-9638b8a1eca1","カプセル楽局蒲田駅西口店","カプセル楽局","confirmed","東京都","null","東京都大田区西蒲田7丁目49番10号 蒲田ナオミビル 1階","https://www.warehousenet.jp/capsule","null","35.5623793","139.7125047","カプセル楽局公式Google Mapsリンク","2026-07-22"
"dfcd292d-f3eb-4659-8c1f-233f8fc9c246","GiGO米子","GiGO","candidate","鳥取県","null","鳥取県米子市両三柳2778-2","https://www.gendagigo.jp/shop.html","null","35.4598","133.3223","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"e017c48c-a0c9-4893-a999-88c146135261","カプセル楽局糀谷店","カプセル楽局","confirmed","東京都","null","東京都大田区萩中2丁目8番15号1F","https://www.warehousenet.jp/capsule","null","35.5519906","139.7272125","カプセル楽局公式Google Mapsリンク","2026-07-22"
"e0726fb4-8953-4a64-8e30-7cccf29d1f0d","GiGO鳥取","GiGO","candidate","鳥取県","null","鳥取県鳥取市安長416","https://www.gendagigo.jp/shop.html","null","35.5119","134.2106","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"e215c527-00ed-4e28-a496-dd4b733e3cf9","ヨドバシカメラ マルチメディア梅田","ヨドバシカメラ","candidate","大阪府","null","大阪府大阪市北区大深町1-1","https://global.yodobashi/stores","null","34.7039559","135.4959793","バンダイ公式店舗API(店舗名完全一致)","2026-07-22"
"e2f32b00-e9ce-42d4-a32a-60c58db4ecb8","GiGOクレーンゲームオアシス入間","GiGO","candidate","埼玉県","null","埼玉県入間市豊岡一丁目11番1号 アイポットビル 2階","https://www.gendagigo.jp/shop.html","null","35.8359","139.3874","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"e3124ddc-2bf5-4331-b00f-68628bf6b6d7","GiGO福山","GiGO","candidate","広島県","null","広島県福山市瀬戸町山北300","https://www.gendagigo.jp/shop.html","null","34.4761","133.316","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
